X,Y,OBJECTID,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,BSTP_LON,BSTP_LAT,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.3026043705638,38.8455177640681,7917,1311686,5004608,18663,PRS,2011/03/15 00:00:00+00,UNK,UNIVERSITY SHOPPING CENTER,RT 236 MAIN ST,290,MID,FRT,RT 236 MAIN ST + UNIVERSITY SHOPPING CENTER,,UNK,1900/01/01 00:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-77.302602,38.84551,BusStopPt_2955,,{7C438609-70BE-4964-A4DE-2158A5E1A293},,,,
-76.9877642736126,38.8458907766749,7918,1309760,1003136,21995,PRS,2018/06/24 00:00:00+00,UNK,BUS BAY B,CONGRESS HEIGHTS STATION,162,MID,UNKNOWN,CONGRESS HEIGHTS STATION + BUS BAY B,,KFH,2009/05/14 00:00:00+00,2,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,U,11,Y,Y,N,NON,UNK,,U,U,U,U,U,U,U,U,Y,N,N,NPL,,U,Y,U,U,U,U,U,U,-76.987762,38.845883,BusStopPt_2534,,{6EBEC7A8-06D5-42A1-ACEF-32C1C5D3395F},,,,
-76.9795492723232,38.8458637814644,7919,1310025,1000175,2565,PRS,1954/08/22 00:00:00+00,REV,STANTON RD SE,SAVANNAH ST SE,246,NEA,UNKNOWN,SAVANNAH ST SE + STANTON RD SE,,KFH,2006/04/26 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,5.19999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,YUN,,U,N,U,Y,U,U,U,U,-76.979547,38.845856,BusStopPt_2895,,{6146A1BD-159C-4C3C-B42A-F62D00973452},,,,
-76.9696892680839,38.8458027766708,7920,1310065,3000686,2563,PRS,1901/01/01 00:00:00+00,REV,25TH ST SE,SOUTHERN AVE,45,NEX,UNKNOWN,SOUTHERN AVE + 25TH ST SE,,KFH,2006/05/02 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,7.69999981,N,Y,U,Y,N,Y,U,Y,N,N,N,YUN,,U,Y,U,N,U,U,U,U,-76.969687,38.845795,BusStopPt_5536,,{9DA5432C-04E9-4FC8-90BC-408FBB273D56},,,,
-76.9602422663988,38.8457987795152,7921,1309585,3000685,2560,PRS,1901/01/01 00:00:00+00,UNK,27TH AVE,28TH PKY,304,NEA,UNKNOWN,28TH PKY + 27TH AVE,,KFH,2006/07/07 00:00:00+00,,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,3,N,N,N,NON,UNK,,N,N,N,N,N,N,N,N,N,N,N,YUN,,U,Y,U,N,U,U,U,U,-76.96024,38.845791,BusStopPt_7349,,{7A533708-31FD-47E8-A170-CBFAAD95A5E0},,,,
-76.9877102809075,38.8457627790352,7922,1309761,1003139,13237,PRS,1901/01/01 00:00:00+00,UNK,BUS BAY C,CONGRESS HEIGHTS STATION,183,MID,UNKNOWN,CONGRESS HEIGHTS STATION + BUS BAY C,,KFH,2009/05/14 00:00:00+00,2,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,,Y,Y,Y,Y,U,U,U,U,Y,N,N,NPL,,U,Y,U,Y,U,U,U,U,-76.987708,38.845755,BusStopPt_3282,,{FD3C48BD-6573-4B6D-91F4-6D179C150DF4},,,,
-76.8831452389146,38.8457037778918,7923,1303889,3000684,2559,PRS,1901/01/01 00:00:00+00,UNK,#3314,PENN-MAR SHOPPING CENTER,22,FAR,"S OF BRICK COLUMN; N OF ENTR TO -",PENN-MAR SHOPPING CENTER + #3314,,KFH,2006/07/20 00:00:00+00,,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,8.80000019,N,Y,U,N,N,Y,U,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.883143,38.845696,BusStopPt_1867,,{58C668C9-2DFA-4370-B40C-B96ABD992B0F},,,,
-77.0524116830108,38.8457396235433,7924,1303071,6001230,19047,PRS,2016/04/21 00:00:00+00,UNK,33RD ST,CRYSTAL DR,10,FAR,50' N OF XWALK,CRYSTAL DR + 33RD ST,TMP,WSV,2016/11/16 10:04:02+00,4,INS,WBPL,N,Y,Y,Y,5X8,CON,NON,Y,Y,N,10,Y,Y,Y,NON,NON,3.0999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,0,N,Y,Y,N,U,Y,Y,U,-77.052409,38.845732,BusStopPt_8823,,{6EB40845-412A-4008-89F6-37E465689222},,,,
-77.1174013209461,38.8456537689508,7925,1303304,5000952,2557,PRS,1901/01/01 00:00:00+00,REV,LEESBURG CT,LEESBURG PIKE,113,NEX,UNKNOWN,LEESBURG PIKE + LEESBURG CT,,KFH,2012/04/30 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,BRK,NON,Y,Y,N,7,Y,Y,Y,NON,NON,2.29999995,N,Y,Y,E,N,Y,Y,E,Y,Y,Y,NPL,150,N,Y,N,U,U,U,U,U,-77.117399,38.845646,BusStopPt_4566,,{F9A0C51C-A833-4097-BA20-37C9C62308AD},,,,
-76.9975222749207,38.8456847737974,7926,1309911,1000173,2558,PRS,1979/09/24 00:00:00+00,REV,MARTIN LUTHER KING JR AVE SE,MELLON ST SE,127,NEA,"100' W OF; E OF 1ST ALLEY",MELLON ST SE + MARTIN LUTHER KING JR AVE SE,,KFH,2006/05/01 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,6,N,N,Y,NON,SLP,4.69999981,Y,N,Y,Y,Y,U,Y,Y,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.99752,38.845677,BusStopPt_6021,,{E4DE1D1F-7904-4EDA-9C17-30ECCB08A52B},,,,
-76.9604262634393,38.8456587787358,7927,1309582,3000682,2555,PRS,1901/01/01 00:00:00+00,REV,28TH PKY,27TH AVE,30,NEA,UNKNOWN,27TH AVE + 28TH PKY,,KFH,2006/07/07 00:00:00+00,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,4,N,N,N,NON,UNK,,N,N,N,N,N,N,N,N,Y,N,N,YUN,,U,N,U,N,U,U,U,U,-76.960424,38.845651,BusStopPt_5637,,{6F37EF82-E5EC-4BC5-8E55-6838F50F8624},,,,
-76.954289270029,38.8456387813898,7928,1309775,3000683,2556,PRS,1901/01/01 00:00:00+00,REV,31ST AVE,CURTIS DR,43,NEA,UNKNOWN,CURTIS DR + 31ST AVE,,KFH,2006/07/07 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,3,N,N,Y,NON,UNK,7.30000019,N,N,Y,N,N,N,N,N,Y,N,N,YUN,,U,Y,U,N,U,U,U,U,-76.954287,38.845631,BusStopPt_1688,,{8183B691-E2C3-41F1-ADFA-9832B50D0F91},,,,
-77.052554859045,38.8456157741212,7929,1395312,6001352,19043,PRS,2016/04/21 00:00:00+00,REV,33RD ST,CRYSTAL CITY TRANSITWAY,190,NEA,,CRYSTAL CITY TRANSITWAY + 33RD ST,TMP,UNK,1899/12/30 00:00:00+00,-9,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,-9,U,U,U,UNK,UNK,-9,U,U,U,U,U,U,U,U,U,U,U,UNK,-9,U,U,Y,U,U,U,U,U,-77.052553,38.845608,BusStopPt_3951,,{7751E7A3-62AD-4551-872A-54FFDA29361B},,,,
-77.140179325118,38.8455307701285,7930,1395118,5004815,18973,PRS,2019/01/09 00:00:00+00,REV,MADISON LN,COLUMBIA PIKE,45,FAR,,COLUMBIA PIKE + MADISON LN,PER,WSV,2017/02/03 15:11:43+00,0,EXM,NAPP,N,N,E,N,NON,EXM,EXM,E,N,E,8,Y,E,Y,NON,NON,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,0,N,Y,N,U,U,N,N,U,-77.140177,38.845523,BusStopPt_5487,,{65A457DA-2F55-416B-9CF1-F8151DD2444D},,,,
-76.9877082714045,38.8455917805402,7931,1309762,1003143,16908,PRS,1901/01/01 00:00:00+00,UNK,BUS BAY D,CONGRESS HEIGHTS STATION,188,MID,UNKNOWN,CONGRESS HEIGHTS STATION + BUS BAY D,,KFH,2009/05/14 00:00:00+00,2,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,,Y,Y,Y,Y,U,U,U,U,Y,N,N,NPL,,U,Y,U,Y,U,U,U,Y,-76.987706,38.845584,BusStopPt_1626,,{4E4D6568-1A44-43B3-83FC-8B19ABF5524A},,,,
-77.3020863761976,38.8451777648761,7932,1300456,5002033,14315,PRS,1901/01/01 00:00:00+00,REV,OLD LEE HWY,MAIN ST,106,FAR,E OF EXIT DRWY FROM SHELL GAS STA,MAIN ST + OLD LEE HWY,,FCO,2007/05/16 00:00:00+00,1,INS,UNKW,N,N,N,N,58U,BRK,NON,Y,N,E,5,N,Y,Y,NON,SLP,4,Y,N,U,N,Y,N,U,U,Y,Y,N,NPL,,U,Y,U,N,U,U,U,U,-77.302084,38.84517,BusStopPt_4798,,{2BAD1735-8A3F-403C-98C7-AC8B88DAC5BD},,,,
-77.1160193199488,38.8455097723109,7933,1303303,5000951,2547,PRS,1982/02/25 00:00:00+00,REV,FOREST DR,LEESBURG PIKE,293,FAR,UNKNOWN,LEESBURG PIKE + FOREST DR,,KFH,2012/04/30 00:00:00+00,1,FRE,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,N,2,Y,Y,Y,LSC,LSC,7.19999981,N,N,Y,E,N,N,Y,E,N,N,N,NPL,150,N,N,N,U,U,U,U,U,-77.116017,38.845502,BusStopPt_4565,,{A606ED55-06E2-4FE9-92E9-3231A19BC418},,,,
-76.8749512369476,38.8454777788813,7934,1303796,3000679,2534,PRS,1997/08/21 00:00:00+00,REV,PUMPHREY DR,MARLBORO PIKE,318,FAX,E OF 1ST ENTR TO AMOCO STA,MARLBORO PIKE + PUMPHREY DR,,KFH,2006/07/24 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,4.4000001,N,N,Y,Y,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.874949,38.84547,BusStopPt_2582,,{A3E3D525-5FE0-4250-8AE7-6CEC66F8CFE7},,,,
-76.8752612352395,38.8454647780346,7935,1303797,3000681,2549,PRS,1901/01/01 00:00:00+00,REV,PUMPHREY DR,MARLBORO PIKE,136,NEA,UNKNOWN,MARLBORO PIKE + PUMPHREY DR,,KFH,2006/07/24 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,7.4000001,N,N,Y,Y,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.875259,38.845457,BusStopPt_9804,,{C805A2FE-630C-4A4C-806E-F37F8E360A6D},,,,
-76.9854612739052,38.8455277786005,7936,1309687,1003322,13795,PRS,1901/01/01 00:00:00+00,REV,CONGRESS ST SE,ALABAMA AVE SE,251,FAX,UNKNOWN,ALABAMA AVE SE + CONGRESS ST SE,,KFH,2006/04/27 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,LSC,UNK,,N,N,N,Y,Y,Y,U,Y,Y,Y,Y,NSG,,N,N,U,N,U,U,U,U,-76.985459,38.84552,BusStopPt_3476,,{300ABFB6-F69A-4269-B9C2-E1CF6C39F756},,,,
-77.0080532798836,38.8455247753776,7937,1310040,1000172,2548,PRS,1967/12/13 00:00:00+00,REV,MALCOLM X AVE SE,S CAPITOL ST SE,2,FAX,ON SERV RDWY,S CAPITOL ST SE + MALCOLM X AVE SE,,KFH,2006/05/01 00:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,4.4000001,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,NPL,,U,Y,U,Y,U,U,U,U,-77.008051,38.845517,BusStopPt_3643,,{9AF084F6-720F-483E-A21B-8CA17F18DFC5},,,,
-77.0651473021819,38.845495774888,7938,1302972,6000067,2550,PRS,1901/01/01 00:00:00+00,REV,VA-120,S ARLINGTON RIDGE RD,164,NEA,@ PROP LINE BET #2815-19,S ARLINGTON RIDGE RD + VA-120,,KFH,2007/04/05 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,4,Y,Y,N,UTP,UPV,6.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,-77.065145,38.845488,BusStopPt_1346,,{7FA43B3B-CE0C-4EC6-8A12-F31DDDA5C7A3},,,,
-77.0959723115066,38.8454687721122,7939,1302968,6000066,2543,PRS,1977/10/31 00:00:00+00,REV,S WALTER REED DR,S ARLINGTON MILL DR,306,NEA,UNKNOWN,S ARLINGTON MILL DR + S WALTER REED DR,,KFH,2007/03/25 00:00:00+00,1,INS,WMAT,N,Y,N,Y,58O,CON,SHL,Y,N,E,8,N,Y,N,NON,UNK,4.5,Y,N,N,N,Y,U,Y,N,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-77.09597,38.845461,BusStopPt_8674,,{FE9EB498-78A8-4256-B6C5-49C0A565A47D},,,,
-77.0975593154311,38.8454517728331,7940,1303430,6000064,2539,PRS,1901/01/01 00:00:00+00,REV,S WALTER REED DR,S WALTER REED DR,248,FAX,UNKNOWN,S WALTER REED DR + S WALTER REED DR,,KFH,2007/03/25 00:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,U,Y,Y,N,U,Y,Y,Y,Y,NPL,,U,Y,U,U,U,U,U,U,-77.097557,38.845444,BusStopPt_1845,,{545DA082-1908-4EB3-AB61-079021510D09},,,,
-76.9852862806958,38.8454257810882,7941,1309676,1003067,13108,PRS,1901/01/01 00:00:00+00,REV,CONGRESS ST SE,ALABAMA AVE SE,70,NEA,UNKNOWN,ALABAMA AVE SE + CONGRESS ST SE,,KFH,2006/04/27 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,Y,U,3,Y,Y,N,NON,UNK,4.30000019,N,N,Y,N,Y,Y,Y,U,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-76.985284,38.845418,BusStopPt_8620,,{D087BEA9-CEE3-45A1-8D6B-AB5A3F613336},,,,
-77.3055253700139,38.8450247687272,7942,1300528,5002394,16631,PRS,2006/08/07 00:00:00+00,REV,SAGER AVE,UNIVERSITY DR,16,NEA,UNKNOWN,UNIVERSITY DR + SAGER AVE,,FCO,2007/05/20 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,6.4000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NPL,,U,N,U,N,U,U,U,U,-77.305523,38.845017,BusStopPt_7413,,{EAF9F330-1859-4DA2-B0FE-A342B7D0A596},,,,
-77.3057523734392,38.8449957615688,7943,1300526,5002392,16635,PRS,2006/08/07 00:00:00+00,REV,SAGER AVE,UNIVERSITY DR,198,FAR,UNKNOWN,UNIVERSITY DR + SAGER AVE,,FCO,2007/05/20 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,Y,NON,UNK,4.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NPL,,U,Y,U,N,U,U,U,U,-77.30575,38.844988,BusStopPt_347,,{0C9C3272-C193-4E70-8CE4-B4E4FFE8CD8A},,,,
-77.2019353426198,38.8452067653697,7944,1302321,5000944,2512,PRS,1901/01/01 00:00:00+00,REV,FRANKLIN RD,ANNANDALE RD,329,NEA,UNKNOWN,ANNANDALE RD + FRANKLIN RD,,KFH,2012/04/19 00:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,1.10000002,N,N,Y,E,N,N,N,E,N,N,N,NSG,150,N,N,N,U,U,U,U,U,-77.201933,38.845199,BusStopPt_8183,,{909B14FF-E7B8-48C0-AFC6-EA258CEA59E9},,,,
-76.9191432526091,38.8453467816957,7945,1304059,3000678,2525,PRS,1975/04/01 00:00:00+00,REV,ROMAIN CT,SUITLAND RD,296,NEA,UNKNOWN,SUITLAND RD + ROMAIN CT,,KFH,2006/07/27 00:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.919141,38.845339,BusStopPt_5647,,{95DE5BFD-663D-42C7-8E6E-590F4D0D827E},,,,
-77.0655233023579,38.8453277731094,7946,1303379,6000062,2528,PRS,1901/01/01 00:00:00+00,REV,S ARLINGTON RIDGE RD,VA-120,255,FAR,UNKNOWN,VA-120 + S ARLINGTON RIDGE RD,,KFH,2007/04/05 00:00:00+00,1,FRE,WMAT,N,Y,N,N,SWK,UNK,UNK,U,N,E,6,N,N,N,NON,UNK,6.30000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,-77.065521,38.84532,BusStopPt_306,,{44EE9E2F-884E-41DC-9E7D-BE968FAAE351},,,,
-77.1409803238568,38.8452197704985,7947,1302488,5000946,2523,PRS,1982/08/05 00:00:00+00,REV,BLAIR RD,COLUMBIA PIKE,223,FAR,UNKNOWN,COLUMBIA PIKE + BLAIR RD,,KFH,2012/04/27 00:00:00+00,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,0.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,N,N,N,U,U,U,U,-77.140978,38.845212,BusStopPt_8213,,{04636BED-AF6E-43D7-9AF7-22E66271154A},,,,
-77.2021163452034,38.8451167728251,7948,1302322,5000945,2521,PRS,1901/01/01 00:00:00+00,UNK,FRANKLIN RD,ANNANDALE RD,152,UNK,UNKNOWN,ANNANDALE RD + FRANKLIN RD,,KFH,2012/04/19 00:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,,N,N,U,Y,N,N,E,N,N,N,N,NSG,150,N,N,N,U,U,U,U,U,-77.202114,38.845109,BusStopPt_9082,,{E14ADC79-EAC5-4432-A460-318F9E03980F},,,,
-77.0648143025336,38.8452707761217,7949,1303222,6000061,2524,PRS,1901/01/01 00:00:00+00,REV,VA-120,S ARLINGTON RIDGE RD,343,NEA,UNKNOWN,S ARLINGTON RIDGE RD + VA-120,,KFH,2007/04/05 00:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UPV,4.80000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,-77.064812,38.845263,BusStopPt_6534,,{A887EFBA-789F-4EC1-809F-A271F4AEEA25},,,,
-76.9973992735504,38.8452847781858,7950,1309867,1000171,2536,PRS,1941/08/05 00:00:00+00,REV,MALCOLM X AVE SE,MARTIN LUTHER KING JR AVE SE,209,NEX,UNKNOWN,MARTIN LUTHER KING JR AVE SE + MALCOLM X AVE SE,,KFH,2006/05/01 00:00:00+00,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,11,N,Y,N,NON,UNK,5.19999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-76.997397,38.845277,BusStopPt_942,,{ACE11D90-4C44-4051-9684-786F0A94E27C},,,,
-76.9591692672461,38.8452707755248,7951,1309584,3000675,2516,PRS,1901/01/01 00:00:00+00,UNK,#3224,28TH PKY,303,MID,FRT,28TH PKY + #3224,,KFH,2006/07/07 00:00:00+00,,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,3,N,N,N,NON,UNK,,N,N,N,N,N,N,N,N,N,N,N,YUN,,U,Y,U,N,U,U,U,U,-76.959167,38.845263,BusStopPt_6177,,{BA614265-B3D7-4A39-9ED7-0BDE80356FD9},,,,
-77.1161653172886,38.845219771173,7952,1303312,5002155,14494,PRS,1979/08/15 00:00:00+00,UNK,S GEORGE MASON DR,LEESBURG PIKE,115,UNK,UNKNOWN,LEESBURG PIKE + S GEORGE MASON DR,,KFH,2012/04/30 00:00:00+00,1,INS,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,UPV,6.5999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,N,N,Y,U,U,U,U,-77.116163,38.845212,BusStopPt_4564,,{DF398117-2FAD-4DAD-B97D-048A797BBC1A},,,,
-77.2996483670969,38.8448877683174,7953,1300455,5000941,2494,PRS,1901/01/01 00:00:00+00,UNK,LOCUST ST,MAIN ST,278,UNK,UNKNOWN,MAIN ST + LOCUST ST,,KFH,2007/05/16 00:00:00+00,,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,N,Y,Y,NON,SLP,,N,N,U,Y,N,N,U,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-77.299646,38.84488,BusStopPt_1714,,{2B3004A1-9A41-4481-8FB7-D055D6E2A893},,,,
-76.9282662553352,38.8452277790181,7954,1303975,3000676,2519,PRS,1901/01/01 00:00:00+00,REV,RANDALL RD,SILVER HILL RD,217,NEX,150' E OF SUITLAND METRO N ENTR,SILVER HILL RD + RANDALL RD,,KFH,2006/07/12 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,3.5,N,N,U,Y,N,N,U,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,-76.928264,38.84522,BusStopPt_9191,,{6BCC42FC-B356-44A5-9FA0-CED757FC966C},,,,
-76.9876792788132,38.8452477810284,7955,1309759,1003069,13111,PRS,1901/01/01 00:00:00+00,UNK,BUS BAY E,CONGRESS HEIGHTS STATION,180,MID,UNKNOWN,CONGRESS HEIGHTS STATION + BUS BAY E,,KFH,2006/12/18 00:00:00+00,2,INS,WMAT,Y,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,,Y,Y,Y,Y,U,U,U,U,Y,N,N,NPL,,U,Y,U,Y,U,U,U,U,-76.987677,38.84524,BusStopPt_1286,,{129D4ABE-4319-4ECA-9B79-935640490599},,,,
-76.9996252751089,38.84518777656,7956,1309906,1000168,2515,PRS,1901/01/01 00:00:00+00,REV,OAKWOOD ST SE,MALCOLM X AVE SE,272,NEA,UNKNOWN,MALCOLM X AVE SE + OAKWOOD ST SE,,KFH,2006/05/01 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,4.5,Y,Y,Y,N,N,Y,Y,U,N,N,N,YUN,,U,Y,U,Y,U,U,U,U,-76.999623,38.84518,BusStopPt_114,,{A2BBCC1B-8A20-4A9D-AFFD-670C258A6BCB},,,,
-77.0031022852796,38.8451847720988,7957,1309907,1000169,2517,PRS,1957/08/29 00:00:00+00,REV,2ND ST SE,MALCOLM X AVE SE,272,NEA,UNKNOWN,MALCOLM X AVE SE + 2ND ST SE,,KFH,2006/05/01 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,3.79999995,Y,N,Y,N,Y,N,Y,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-77.0031,38.845177,BusStopPt_2426,,{12E697AB-98F4-4A98-84D9-43B46A426A5D},,,,
-76.9979282800302,38.845183777075,7958,1309905,1000167,2514,PRS,1974/08/16 00:00:00+00,REV,NEWCOMB ST SE,MALCOLM X AVE SE,270,NEA,E OF 1ST ALLEY E OF -,MALCOLM X AVE SE + NEWCOMB ST SE,,KFH,2006/05/01 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,8.5,N,N,Y,N,N,N,Y,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.997926,38.845176,BusStopPt_5892,,{225AF595-B675-43D4-A3DA-C6B7D6FC4747},,,,
-76.9883572734753,38.845176773979,7959,1309763,1003472,16162,PRS,1901/01/01 00:00:00+00,UNK,BUS BAY G,CONGRESS HEIGHTS STATION,280,MID,UNKNOWN,CONGRESS HEIGHTS STATION + BUS BAY G,,KFH,2006/12/18 00:00:00+00,2,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,3.29999995,Y,Y,Y,Y,Y,U,U,U,Y,N,N,NPL,,U,Y,U,Y,U,U,U,U,-76.988355,38.845169,BusStopPt_1863,,{F1CF80A2-AC9E-4F8E-916B-57DD552FBF3D},,,,
-76.9190722512649,38.8451297820405,7960,1304058,3000677,2522,PRS,1975/04/01 00:00:00+00,REV,ROMAIN CT,SUITLAND RD,116,FAR,@ PEPCO POLE #84576,SUITLAND RD + ROMAIN CT,,KFH,2006/07/27 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,,N,N,U,N,N,N,U,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.91907,38.845122,BusStopPt_9667,,{4A6A74A4-3D0A-4CA7-8767-CB3E81362626},,,,
-76.9591672668893,38.8451227750741,7961,1309583,3000674,2513,PRS,1901/01/01 00:00:00+00,UNK,#3223,28TH PKY,122,MID,@ PEPCO POLE #860600,28TH PKY + #3223,,KFH,2006/07/07 00:00:00+00,,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,3,N,N,N,NON,CRK,,N,N,N,N,N,N,N,N,N,N,N,YUN,,U,N,U,N,U,U,U,U,-76.959165,38.845115,BusStopPt_2627,,{BF5307DC-DFA0-4EFB-978B-5CBFAD5C2CAA},,,,
